title,company,location,city,date,link,description
Data Engineer,LTIMindtree,"Pune, Maharashtra, India",Pune,2025-07-29,https://in.linkedin.com/jobs/view/data-engineer-at-ltimindtree-4273580862?position=34&pageNum=0&refId=0MCi57ktfUkVWGLP%2Fedybg%3D%3D&trackingId=PIW1jX2NgIRPAX8DnWzxkw%3D%3D,"Greeting from LTIMINDTREE!!

Experiences: 5 yrs-8yrs

Location: PAN India

If so, I’d be happy to coordinate. please share your updated resume to woonna.sowmya@ltimindtree.com

Show more "
Software Engineer,Microsoft,"Bengaluru, Karnataka, India",Bengaluru,2025-07-29,https://in.linkedin.com/jobs/view/software-engineer-at-microsoft-4277621673?position=35&pageNum=0&refId=0MCi57ktfUkVWGLP%2Fedybg%3D%3D&trackingId=VZEJk5XNt61mdsnMqmb6bw%3D%3D,"The Dynamics 365 Business Central team within Microsoft is dedicated to revolutionizing business operations with a suite of comprehensive business management applications. As we navigate this era of digital transformation, we focus on delivering seamless experiences and empowering organizations with cutting-edge solutions.

As Software Engineer within the Dynamics 365 Business Central team, you are actively involved in developing and maintain a highly scalable world class service tailored products to support diverse business functions that incorporate latest generative AI innovation across various business processes.

Microsoft’s mission is to empower every person and every organization on the planet to achieve more. As employees we come together with a growth mindset, innovate to empower others, and collaborate to realize our shared goals. Each day we build on our values of respect, integrity, and accountability to create a culture of inclusion where everyone can thrive at work and beyond.

Responsibilities


Design, code, test and deploy robust, scalable, and high-performance full-stack features for our web-based business management platform using C#, .NET, Azure and modern web frameworks
Integrate generative AI and LLMs to build intelligent, next generation user experiences. This includes designing, implementing and refining prompts to ensure optimal performance relevance.
Collaborate closely with program managers, UX designers and other engineers to translate complex business requirements into well-architected technical solutions.
Actively participate in the team’s agile processes, contributing to planning, design sessions and sprint retrospectives.
Enhance system quality by conducting code reviews, writing unit tests, and developing automation to ensure features are reliable and maintainable.
Contribute to the health of our live service by monitoring performance, investigating and resolving production issues, and participating in an on-call rotation.


Qualifications

Required qualifications:


Bachelor's Degree in Computer Science, Engineering, or a related field, or equivalent industry experience.
1-3 yrs professional experience in full-stack software development, with a proven track record of shipping commercial software.
Experience building and deploying scalable web applications using modern front-end frameworks like React, Angular etc.
Hands on experience coding in an object-oriented language such as C#, TypeScript or similar.
Strong problem-solving skills and the ability to work collaboratively in an agile team environment.
Excelent written and verbal communication skils with the ability to clearly articulate complex technical topics and discuss requirements with stakeholders.


Preferred Qualifications


Demonstrated experience developing solutions on a cloud platform like Microsoft Azure, AWS or GAE
Proficient with relational databases, SQL and data modeling
Previous experience working with complex, data-intensive business applications
Familiarity with LLM models, prompt engineering, and Agentic workflows.
Familiar with CI/CD, automated testing, and modern DevOps practices.


Microsoft is an equal opportunity employer. Consistent with applicable law, all qualified applicants will receive consideration for employment without regard to age, ancestry, citizenship, color, family or medical care leave, gender identity or expression, genetic information, immigration status, marital status, medical condition, national origin, physical or mental disability, political affiliation, protected veteran or military status, race, ethnicity, religion, sex (including pregnancy), sexual orientation, or any other characteristic protected by applicable local laws, regulations and ordinances. If you need assistance and/or a reasonable accommodation due to a disability during the application process, read more about requesting accommodations.
Show more "
Data Engineer,Atlassian,Greater Kolkata Area,Greater Kolkata Area,2025-08-05,https://in.linkedin.com/jobs/view/data-engineer-at-atlassian-4266891295?position=36&pageNum=0&refId=0MCi57ktfUkVWGLP%2Fedybg%3D%3D&trackingId=QZ%2BJ1u1dqI0SqC0b%2Fm8NdQ%3D%3D,"Overview

Working at Atlassian

Atlassians can choose where they work – whether in an office, from home, or a combination of the two. That way, Atlassians have more control over supporting their family, personal goals, and other priorities. We can hire people in any country where we have a legal entity. Interviews and onboarding are conducted virtually, a part of being a distributed-first company.

Responsibilities

Atlassian is looking for a Data Engineer to join our Data Engineering team, responsible for building our data lake, maintaining big data pipelines / services and facilitating the movement of billions of messages each day. We work directly with the business stakeholders, platform and engineering teams to enable growth and retention strategies at Atlassian. We are looking for an open-minded, structured thinker who is passionate about building services/pipelines that scale.

On a typical day you will help our stakeholder teams ingest data faster into our data lake, you’ll find ways to make our data pipelines more efficient, or even come up ideas to help instigate self-serve data engineering within the company. You will be involved in strategizing measurement, collecting data, and generating insights.

Qualifications

Benefits & Perks

Atlassian offers a wide range of perks and benefits designed to support you, your family and to help you engage with your local community. Our offerings include health and wellbeing resources, paid volunteer days, and so much more. To learn more, visit go.atlassian.com/perksandbenefits .

About Atlassian

At Atlassian, we're motivated by a common goal: to unleash the potential of every team. Our software products help teams all over the planet and our solutions are designed for all types of work. Team collaboration through our tools makes what may be impossible alone, possible together.

We believe that the unique contributions of all Atlassians create our success. To ensure that our products and culture continue to incorporate everyone's perspectives and experience, we never discriminate based on race, religion, national origin, gender identity or expression, sexual orientation, age, or marital, veteran, or disability status. All your information will be kept confidential according to EEO guidelines.

To provide you the best experience, we can support with accommodations or adjustments at any stage of the recruitment process. Simply inform our Recruitment team during your conversation with them.

To learn more about our culture and hiring process, visit go.atlassian.com/crh .
Show more "
Senior Data Engineer II,MakeMyTrip,"Bengaluru, Karnataka, India",Bengaluru,2025-07-22,https://in.linkedin.com/jobs/view/senior-data-engineer-ii-at-makemytrip-4271175349?position=37&pageNum=0&refId=0MCi57ktfUkVWGLP%2Fedybg%3D%3D&trackingId=W0OpKmp3sxfcqOlStLXToQ%3D%3D,"Position: Senior Data Engineer II

Experience: Must have 4+ years of experience

About Role:

We are looking for experienced Data engineers with excellent problem-solving skills to develop machine-learning powered Data Products design to enhance customer experiences.

About us:

Nurtured from the seed of a single great idea - to empower the traveler - MakeMyTrip went on to pioneer India’s online travel industry Founded in the year 2000 by Deep Kalra, MakeMyTrip has since transformed how India travels. One of our most memorable moments has been to ring the bell at NASDAQ in 2010.

Post-merger with the Ibibo group in 2017, we created a stronger identity and traction for our portfolio of brands, increasing the pace of product and technology innovations. Ranked amongst the LinkedIn Top 25 companies 2018.

GO-MMT is the corporate entity of three giants in the Online Travel Industry—Goibibo, MakeMyTrip and RedBus. The GO-MMT family celebrates the compounded strengths of their brands. The group company is easily the most sought after corporate in the online travel industry.

About the team:

MakeMyTrip as India’s leading online travel company and provides petabytes of raw data which is helpful for business growth, analytical and machine learning needs.

Data Platform Team is a horizontal function at MakeMyTrip to support various LOBs (Flights, Hotels, Holidays, Ground) and works heavily on streaming datasets which powers personalized experiences for every customer from recommendations to in-location engagement.

There are two key responsibilities of Data Engineering team:

One to develop the platform for data capture, storage, processing, serving and querying.
Second is to develop data products starting from;

o personalization & recommendation platform

o customer segmentation & intelligence

o data insights engine for persuasions and

o the customer engagement platform to help marketers craft contextual and personalized campaigns over multi-channel communications to users

We developed Feature Store, an internal unified data analytics platform that helps us to build reliable data pipelines, simplify featurization and accelerate model training. This enabled us to enjoy actionable insights into what customers want, at scale, and to drive richer, personalized online experiences.

Technology experience:

Extensive experience working with large data sets with hands-on technology skills to design and build robust data architecture
Extensive experience in data modeling and database design
At least 4+ years of hands-on experience in Spark/BigData Tech stack
Stream processing engines – Spark Structured Streaming/Flink
Analytical processing on Big Data using Spark
At least 4+ years of experience in Java/Scala
Hands-on administration, configuration management, monitoring, performance tuning of Spark workloads, Distributed platforms, and JVM based systems
At least 2+ years of cloud deployment experience – AWS | Azure | Google Cloud Platform
At least 2+ product deployments of big data technologies – Business Data Lake, NoSQL databases etc
Awareness and decision making ability to choose among various big data, no sql, and analytics tools and technologies
Should have experience in architecting and implementing domain centric big data solutions
Ability to frame architectural decisions and provide technology leadership & direction
Excellent problem solving, hands-on engineering, and communication skills

Show more "
Junior Data Engineer work location : PAN India,Capgemini Engineering,"Bengaluru, Karnataka, India",Bengaluru,2025-08-04,https://in.linkedin.com/jobs/view/junior-data-engineer-work-location-pan-india-at-capgemini-engineering-4277397066?position=38&pageNum=0&refId=0MCi57ktfUkVWGLP%2Fedybg%3D%3D&trackingId=lh8TypTwEbxb9JvsOuV%2BOg%3D%3D,"Job Title: Data Engineer




Company Overview: Capgemini Engineering is a forward-thinking organization dedicated to leveraging data-driven insights to propel our business strategies. We are currently seeking a motivated Junior Data Engineer with proficiency in Python and a keen interest in working with Cognite Data Fusion to join our dynamic team.




Position Overview: As a Junior Data Engineer, you will be instrumental in designing, developing, and maintaining scalable data pipelines and infrastructure. Your primary focus will be on integrating and optimizing data workflows using Cognite Data Fusion and Python, thereby facilitating seamless data accessibility and analysis across the organization.




Key Responsibilities:

Data Pipeline Development: Design, implement, and optimize end-to-end data pipelines for ingesting, processing, and transforming large volumes of structured and unstructured data.
Data Integration: Utilize Cognite Data Fusion to automate and scale the contextualization of various data sources, ensuring efficient data integration and accessibility.
Programming: Develop robust ETL processes and data workflows using Python, ensuring code quality, scalability, and maintainability.​
Collaboration: Work closely with cross-functional teams, including data scientists, analysts, and business stakeholders, to understand data requirements and deliver effective solutions.​
Data Quality Assurance: Implement data validation and quality checks to ensure accuracy, consistency, and reliability of data.​
Documentation: Maintain comprehensive documentation of data processes, workflows, and system architectures.​




Bachelor’s degree in Computer Science, Information Technology, Engineering, or a related field.​
Proficiency in Python programming language.​
Familiarity with data integration platforms
Understanding of data modelling, database design, and data warehousing concepts.​
Experience with SQL and working with relational databases.​
Basic knowledge of cloud platforms such as AWS or Azure is a plus.​
Strong problem-solving skills and attention to detail.​
Excellent communication and collaboration abilities.​




Preferred Qualifications:




Experience with data pipeline and workflow management tools.​
Knowledge of big data technologies and frameworks.
Familiarity with data visualization tools and techniques (Grafana is a plus).

Show more "
Data Engineer,LTIMindtree,"Bengaluru, Karnataka, India",Bengaluru,2025-07-29,https://in.linkedin.com/jobs/view/data-engineer-at-ltimindtree-4273576354?position=39&pageNum=0&refId=0MCi57ktfUkVWGLP%2Fedybg%3D%3D&trackingId=dpWKD%2B%2BHZ1d7JVadzEMpjw%3D%3D,"Greeting from LTIMINDTREE!!

Experiences: 5 yrs-8yrs

Location: PAN India

If so, I’d be happy to coordinate. please share your updated resume to woonna.sowmya@ltimindtree.com

Show more "
Data Engineer 2,Intuit,"Bengaluru, Karnataka, India",Bengaluru,2025-07-29,https://in.linkedin.com/jobs/view/data-engineer-2-at-intuit-4273704796?position=40&pageNum=0&refId=0MCi57ktfUkVWGLP%2Fedybg%3D%3D&trackingId=B0I4WqBwtGaW2y3%2FuoKcLw%3D%3D,"Overview

Come join the ""Unified Ingestion Platform (UIP)"" under A2D org as a ""Data Engineer 2"". UIP is a designated paved platform at Intuit for data ingestion/movement from one hosting location to another. As a Data Engineer, you will be working on cutting edge technologies to create a world class data movement platform. This is the place to be if it is your passion to build highly reliable and scalable ingestion capabilities on cloud and push the boundaries of automation!

What you'll bring


BE/B.Tech/MS in Computer Science (or equivalent)
2 to 5 years of experience in a Data Engineering role with good knowledge of Software engineering.
Strong CS fundamentals including data structures, algorithms and distributed systems.
Demonstrate robust problem solving, decision-making, and analytical skills.
Expert level experience in designing high throughput data solutions / services.
Hands-on experience on AWS (EC2, EMR, S3, Athena, EMR, Kinesis, Lambda etc). Knowledge of GCP(DataProc, GCS, BigQuery etc) is a plus.
Strong programming knowledge in one of the languages - Java, Scala or Python.
Expert level experience in developing data pipelines/solutions using processing engines like Hive, Spark,Spark Streaming, Flink etc
Good knowledge on Lake House architecture for data persistence. DeltaLake, Iceberg or Hudi knowledge isa plus
Adequate experience with RESTful web services and micro service architectures


How you will lead


Design and build capabilities to support Batch and Realtime ingestion at scale using open source technologies which are fault tolerant.
Design solutions that involve complex, multi-system and multi cloud integration, possibly across BUs or domains
End to end engineering – design, development, testing, deployment and operations
Ability to work in a dynamic environment, adapt to business requirements using Agile methodologies and DevOps culture
Conducts code reviews to ensure code quality, consistency and best practices adherence.
Conducts quick Proof of Concept (POCs) for feasibility studies and take it to the prod
Lead by example, demonstrating best practices for unit testing, CI/CD, performance testing, capacity planning, documentation, monitoring, alerting, and incident response
Show more "
Data Engineer-Databricks,Oracle,"Bengaluru, Karnataka, India",Bengaluru,2025-08-05,https://in.linkedin.com/jobs/view/data-engineer-databricks-at-oracle-4278235356?position=41&pageNum=0&refId=0MCi57ktfUkVWGLP%2Fedybg%3D%3D&trackingId=b%2BvBVqR8cXlc0a3R%2BGQuQw%3D%3D,"Location- Mumbai, Pune, Bangalore and Chennai




Senior Data Engineer Databricks (Azure/AWS)




Role Overview:




We are looking for a hands-on Senior Data Engineer experienced in migrating and building large-scale data pipelines on Databricks using Azure or AWS platforms. The role will focus on implementing batch and streaming pipelines, applying the bronze-silver-gold data lakehouse model, and ensuring scalable and reliable data solutions.




Required Skills and Experience:




6+ years of hands-on data engineering experience, with 2+ years specifically working on Databricks in Azure or AWS.
Proficiency in building and optimizing Spark pipelines (batch and streaming).
Strong experience implementing bronze/silver/gold data models.
Working knowledge of cloud storage systems (ADLS, S3) and compute services.
Experience migrating data from RDBMS (Oracle, SQL Server) or Hadoop ecosystems.
Familiarity with Airflow, Azure Data Factory, or AWS Glue for orchestration.
Good scripting skills (Python, Scala, SQL) and version control (Git).

Preferred Qualifications:

Databricks Certified Data Engineer Associate or Professional.
Experience with Delta Live Tables (DLT) and Databricks SQL.
Understanding of cloud security best practices (IAM roles, encryption, ACLs).




Key Responsibilities:




Design, develop, and operationalize scalable data pipelines on Databricks following medallion architecture principles.
Migrate and transform large data volumes from traditional on-prem systems (Oracle, Hadoop, Exadata) into cloud data platforms.
Develop efficient Spark (PySpark/Scala) jobs for ingestion, transformation, aggregation, and publishing of data.
Implement data quality checks, error handling, retries, and data validation frameworks.
Build automation scripts and CI/CD pipelines for Databricks workflows and deployment.
Tune Spark jobs and optimize cost and performance in cloud environments.
Collaborate with data architects, product owners, and analytics teams




Attributes for Success:




Strong analytical and problem-solving skills.
Attention to scalability, resilience, and cost efficiency.
Collaborative attitude and passion for clean, maintainable code.

Show more "
Software Engineer,Microsoft,"Noida, Uttar Pradesh, India",Noida,2025-07-25,https://in.linkedin.com/jobs/view/software-engineer-at-microsoft-4275645969?position=42&pageNum=0&refId=0MCi57ktfUkVWGLP%2Fedybg%3D%3D&trackingId=p%2B2J9YkfIv9imOoPsxkznw%3D%3D,"On Team Xbox, we aspire to empower the world’s 3 billion gamers to play the games they want, with the people they want, anywhere they want. Gaming, the largest and fastest growing category in media & entertainment, represents an important growth opportunity for Microsoft. We are leading with innovation, as highlighted by bringing Xbox to new devices with Cloud Gaming, bringing the Game Pass subscription to PC, and our recent acquisition of Activision Blizzard King creating exciting new possibilities for players.

The Xbox Experiences and Platforms team is home to the engineering work that makes this vision possible, building the developer tools and services that enable game creators to craft incredible experiences, the commerce systems that connect publishers with their audience and help gamers engage with their next favorite games, the platforms on which those games play at their best, and the experiences that turn every screen into an Xbox.

Responsibilities

Our Developer team is looking for a Software Engineer I to join us in our journey to reimagine how game creators bring content to life—working together to transform the way developers onboard, publish, and receive support across our platforms. Our mission is to simplify and accelerate the creator journey by building intuitive tools, resilient services, and responsive support systems that empower creators—from indie studios to AAA publishers—to move faster, with greater confidence and less friction.

Responsibilities include: 


Working on products and services leveraging the latest technologies from Microsoft.
Partner with experts across geographic and organizational boundaries to make impactful changes. 
Adhere to modern engineering principles and practices, code reviews, and project management.
Take on challenges of working with well-established, large-scale systems. 
Participate in governance activities, manage technical tasks, and ensure quality assurance through automated testing and integration validation.
Build functional and technical documentation, write unit and integration tests, and update Continuous Integration and Continuous Deliver (CI/CD) pipelines.


Qualifications

Required Qualifications:


Master's/Bachelor's Degree in Computer Science or related technical field AND 1-3 year(s) technical engineering experience with coding in languages including, but not limited to, C, C++, C#, Java, JavaScript, or Python OR equivalent experience.


Microsoft is an equal opportunity employer. Consistent with applicable law, all qualified applicants will receive consideration for employment without regard to age, ancestry, citizenship, color, family or medical care leave, gender identity or expression, genetic information, immigration status, marital status, medical condition, national origin, physical or mental disability, political affiliation, protected veteran or military status, race, ethnicity, religion, sex (including pregnancy), sexual orientation, or any other characteristic protected by applicable local laws, regulations and ordinances. If you need assistance and/or a reasonable accommodation due to a disability during the application process, read more about requesting accommodations.
Show more "
"Data Engineer, Product Analytics",Meta,"Bengaluru, Karnataka, India",Bengaluru,2025-08-12,https://in.linkedin.com/jobs/view/data-engineer-product-analytics-at-meta-4243744751?position=43&pageNum=0&refId=0MCi57ktfUkVWGLP%2Fedybg%3D%3D&trackingId=05jKed9QUHG53Re1GLZ8Xw%3D%3D,"As a Data Engineer at Meta, you will shape the future of people-facing and business-facing products we build across our entire family of applications (Facebook, Instagram, Messenger, WhatsApp, Reality Labs, Threads). Your technical skills and analytical mindset will be utilized designing and building some of the world's most extensive data sets, helping to craft experiences for billions of people and hundreds of millions of businesses worldwide.In this role, you will collaborate with software engineering, data science, and product management teams to design/build scalable data solutions across Meta to optimize growth, strategy, and user experience for our 3 billion plus users, as well as our internal employee community.You will be at the forefront of identifying and solving some of the most interesting data challenges at a scale few companies can match. By joining Meta, you will become part of a world-class data engineering community dedicated to skill development and career growth in data engineering and beyond.Data Engineering: You will guide teams by building optimal data artifacts (including datasets and visualizations) to address key questions. You will refine our systems, design logging solutions, and create scalable data models. Ensuring data security and quality, and with a focus on efficiency, you will suggest architecture and development approaches and data management standards to address complex analytical problems.Product leadership: You will use data to shape product development, identify new opportunities, and tackle upcoming challenges. You'll ensure our products add value for users and businesses, by prioritizing projects, and driving innovative solutions to respond to challenges or opportunities.Communication and influence: You won't simply present data, but tell data-driven stories. You will convince and influence your partners using clear insights and recommendations. You will build credibility through structure and clarity, and be a trusted strategic partner.

Data Engineer, Product Analytics Responsibilities:


Collaborate with engineers, product managers, and data scientists to understand data needs, representing key data insights in a meaningful way
Design, build, and launch collections of sophisticated data models and visualizations that support multiple use cases across different products or domains
Define and manage Service Level Agreements for all data sets in allocated areas of ownership
Solve challenging data integration problems, utilizing optimal Extract, Transform, Load (ETL) patterns, frameworks, query techniques, sourcing from structured and unstructured data sources
Improve logging
Assist in owning existing processes running in production, optimizing complex code through advanced algorithmic concepts
Optimize pipelines, dashboards, frameworks, and systems to facilitate easier development of data artifacts
Influence product and cross-functional teams to identify data opportunities to drive impact


Minimum Qualifications:


Bachelor's degree in Computer Science, Computer Engineering, relevant technical field, or equivalent
2+ years of experience where the primary responsibility involves working with data. This could include roles such as data analyst, data scientist, data engineer, or similar positions
2+ years of experience with SQL, ETL, data modeling, and at least one programming language (e.g., Python, C++, C#, Scala or others.)


Preferred Qualifications:


Master's or Ph.D degree in a STEM field


About Meta:

Meta builds technologies that help people connect, find communities, and grow businesses. When Facebook launched in 2004, it changed the way people connect. Apps like Messenger, Instagram and WhatsApp further empowered billions around the world. Now, Meta is moving beyond 2D screens toward immersive experiences like augmented and virtual reality to help build the next evolution in social technology. People who choose to build their careers by building with us at Meta help shape a future that will take us beyond what digital connection makes possible today—beyond the constraints of screens, the limits of distance, and even the rules of physics.

Individual compensation is determined by skills, qualifications, experience, and location. Compensation details listed in this posting reflect the base hourly rate, monthly rate, or annual salary only, and do not include bonus, equity or sales incentives, if applicable. In addition to base compensation, Meta offers benefits. Learn more about benefits at Meta.
Show more "
Data Engineer,Persistent Systems,"Noida, Uttar Pradesh, India",Noida,2025-08-08,https://in.linkedin.com/jobs/view/data-engineer-at-persistent-systems-4279875833?position=44&pageNum=0&refId=0MCi57ktfUkVWGLP%2Fedybg%3D%3D&trackingId=JI0SYVUEPxDvLp49GoBqIg%3D%3D,"About Position:




We are looking for an experienced Data Engineer to join our growing data team. The ideal candidate will have a strong background in building and optimizing data pipelines, data architecture, and data sets. You will work closely with data scientists, analysts, and software engineers to support data initiatives and ensure optimal data delivery architecture is consistent throughout ongoing projects.




Role: Data Engineer
Location: Noida
Experience: 5+ years
Job Type: Full Time Employment




What You'll Do:




Design and develop ETL/ELT pipelines using Azure Data Factory, Databricks, and other Azure services.
Build and maintain data lakes, data warehouses, and real-time data streaming solutions.
Write efficient and reusable Python scripts for data transformation, automation, and orchestration.
Optimize and manage SQL queries and database performance across Azure SQL, Synapse, and other platforms.
Collaborate with data scientists, analysts, and business stakeholders to deliver actionable insights.
Implement CI/CD pipelines for data workflows and ensure robust data governance and security.
Monitor and troubleshoot data pipelines and ensure high availability and reliability.




Expertise You'll Bring:




5+ years of experience in Microsoft Azure Cloud, Azure Data Factory, Data Bricks, Spark, Scala/Python, ADO.
5+ years of experience working with Relational database (SQL, Oracle)
5+ years of experience working with Provider and Payer data
5+ years of combined experience in data engineering, ingestion, normalization, transformation, aggregation, structuring, and storage
5+ years of combined experience working with industry standard relational, dimensional or non-relational data storage systems
5+ years of experience in designing ETL/ELT solutions using tools like Informatica, DataStage, SSIS , PL/SQL, T-SQL, etc.
5+ years of experience in managing data assets using SQL, Python, Scala, VB.NET or other similar querying/coding language
3+ years of experience working with healthcare data or data to support healthcare organizations
Working knowledge of various tools such as ALM, Rally etc.
Experience in US healthcare




Inclusive Environment:




Persistent Ltd. is dedicated to fostering diversity and inclusion in the workplace. We invite applications from all qualified individuals, including those with disabilities, and regardless of gender or gender preference. We welcome diverse candidates from all backgrounds.




We offer hybrid work options and flexible working hours to accommodate various needs and preferences.
Our office is equipped with accessible facilities, including adjustable workstations, ergonomic chairs, and assistive technologies to support employees with physical disabilities.
If you are a person with disabilities and have specific requirements, please inform us during the application process or at any time during your employment. We are committed to creating an inclusive environment where all employees can thrive.

Our company fosters a values-driven and people-centric work environment that enables our employees to:




Accelerate growth, both professionally and personally
Impact the world in powerful, positive ways, using the latest technologies
Enjoy collaborative innovation, with diversity and work-life wellbeing at the core
Unlock global opportunities to work and learn with the industry’s best




Let’s unleash your full potential at Persistent




“Persistent is an Equal Opportunity Employer and prohibits discrimination and harassment of any kind.”

Show more "
"Software Engineer, Data Engineer II",DoorDash,"Pune, Maharashtra, India",Pune,2025-08-07,https://in.linkedin.com/jobs/view/software-engineer-data-engineer-ii-at-doordash-4123642935?position=45&pageNum=0&refId=0MCi57ktfUkVWGLP%2Fedybg%3D%3D&trackingId=Pxz3s6CQjP90eWBnujliBw%3D%3D,"About the Team

Data is at the foundation of DoorDash success. The Data Engineering team builds database solutions for various use cases including reporting, product analytics, marketing optimization and financial reporting. Team serves as the foundation for decision-making at DoorDash.

About the Role

DoorDash is looking for a Software Engineer, Data to be a technical powerhouse to help us scale our data reliability, data infrastructure, automation and tools to meet growing business needs.

You're excited about this opportunity because you will…


Own critical data systems that support multiple products/teams
Develop, implement and enforce best practices for data infrastructure and automation
Design, develop and implement large scale, high volume, high performance data models and pipelines for Data Lake and Data Warehouse
Improve the reliability and scalability of our Ingestion, data processing, ETLs, Reporting tools and data ecosystem services
Manage a portfolio of data products that deliver high-quality, trustworthy data
Help onboard and support other engineers as they join the team


We're excited about you because…


3+ years of professional experience
3+ years experience working in data platform and data engineering or a similar role
Proficiency in programming languages such as Python/Kotlin/Scala
3+ years of experience in ETL orchestration and workflow management tools like Airflow
Expert in database fundamentals, SQL, data reliability practices and distributed computing
3+ years of experience with the Distributed data/similar ecosystem (Spark, Presto) and streaming technologies such as Kafka/Flink/Spark Streaming
Excellent communication skills and experience working with technical and non-technical teams and knowledge of reporting tools
Comfortable working in fast paced environment, self starter and self organizing
Ability to think strategically, analyze and interpret market and consumer information
You must be located near one of our engineering hubs indicated above


Notice to Applicants for Jobs Located in NYC or Remote Jobs Associated With Office in NYC Only

We use Covey as part of our hiring and/or promotional process for jobs in NYC and certain features may qualify it as an AEDT in NYC. As part of the hiring and/or promotion process, we provide Covey with job requirements and candidate submitted applications. We began using Covey Scout for Inbound from August 21, 2023, through December 21, 2023, and resumed using Covey Scout for Inbound again on June 29, 2024.

The Covey tool has been reviewed by an independent auditor. Results of the audit may be viewed here: Covey

About DoorDash

At DoorDash, our mission to empower local economies shapes how our team members move quickly, learn, and reiterate in order to make impactful decisions that display empathy for our range of users—from Dashers to merchant partners to consumers. We are a technology and logistics company that started with door-to-door delivery, and we are looking for team members who can help us go from a company that is known for delivering food to a company that people turn to for any and all goods.

DoorDash is growing rapidly and changing constantly, which gives our team members the opportunity to share their unique perspectives, solve new challenges, and own their careers. We're committed to supporting employees' happiness, healthiness, and overall well-being by providing comprehensive benefits and perks.

Our Commitment to Diversity and Inclusion

We're committed to growing and empowering a more inclusive community within our company, industry, and cities. That's why we hire and cultivate diverse teams of people from all backgrounds, experiences, and perspectives. We believe that true innovation happens when everyone has room at the table and the tools, resources, and opportunity to excel.

If you need any accommodations, please inform your recruiting contact upon initial connection.

About DoorDash

At DoorDash, our mission to empower local economies shapes how our team members move quickly, learn, and reiterate in order to make impactful decisions that display empathy for our range of users—from Dashers to merchant partners to consumers. We are a technology and logistics company that started with door-to-door delivery, and we are looking for team members who can help us go from a company that is known for delivering food to a company that people turn to for any and all goods.

DoorDash is growing rapidly and changing constantly, which gives our team members the opportunity to share their unique perspectives, solve new challenges, and own their careers. We're committed to supporting employees' happiness, healthiness, and overall well-being by providing comprehensive benefits and perks.

Our Commitment to Diversity and Inclusion

We're committed to growing and empowering a more inclusive community within our company, industry, and cities. That's why we hire and cultivate diverse teams of people from all backgrounds, experiences, and perspectives. We believe that true innovation happens when everyone has room at the table and the tools, resources, and opportunity to excel.

If you need any accommodations, please inform your recruiting contact upon initial connection.

We use Covey as part of our hiring and/or promotional process for jobs in certain locations.

The Covey tool has been reviewed by an independent auditor. Results of the audit may be viewed here: https://getcovey.com/nyc-local-law-144

To request a reasonable accommodation under applicable law or alternate selection process, please inform your recruiting contact upon initial connection.
Show more "
